x[m],y[m],Speed [km/h],Tan. Acc. [ms-2],Lat. Acc. [ms-2],Time [s],Angle [rad],vehicle_id,flw_type,entry,exit,length,width,x_rot,y_rot,lanes
511478.39,5026664.55,59.5828,-0.117,0.021,70.637372,5.8331,332,Car,Gate 101,Gate 102,5,2,23.93616344,72.56462529,1
511478.88,5026664.31,59.575,-0.1181,0.0199,70.670739,5.8331,332,Car,Gate 101,Gate 102,5,2,24.48176875,72.56847797,1
511479.38,5026664.07,59.5675,-0.1135,0.0242,70.704106,5.8331,332,Car,Gate 101,Gate 102,5,2,25.03632341,72.57679263,1
511479.88,5026663.83,59.5605,-0.1112,0.0234,70.737473,5.8331,332,Car,Gate 101,Gate 102,5,2,25.59087806,72.58510729,1
511480.38,5026663.59,59.554,-0.1041,0.022,70.770839,5.8331,332,Car,Gate 101,Gate 102,5,2,26.14543272,72.59342195,1
511480.88,5026663.35,59.5483,-0.098,0.0207,70.804206,5.833,332,Car,Gate 101,Gate 102,5,2,26.69998738,72.60173661,1
511481.37,5026663.11,59.5432,-0.0941,0.0195,70.837573,5.833,332,Car,Gate 101,Gate 102,5,2,27.24559269,72.60558929,1
511481.87,5026662.87,59.5386,-0.0883,0.0237,70.87094,5.8329,332,Car,Gate 101,Gate 102,5,2,27.80014734,72.61390395,1
511482.37,5026662.63,59.5343,-0.0862,0.0224,70.904306,5.8329,332,Car,Gate 101,Gate 102,5,2,28.354702,72.62221861,1
511482.87,5026662.39,59.5304,-0.0821,0.0217,70.937673,5.8328,332,Car,Gate 101,Gate 102,5,2,28.90925666,72.63053327,1
511483.36,5026662.15,59.5268,-0.0792,0.0211,70.97104,5.8328,332,Car,Gate 101,Gate 102,5,2,29.45486197,72.63438595,1
511483.86,5026661.91,59.5234,-0.0767,0.0206,71.004407,5.8327,332,Car,Gate 101,Gate 102,5,2,30.00941662,72.64270061,1
511484.36,5026661.67,59.5203,-0.0718,0.0248,71.037773,5.8327,332,Car,Gate 101,Gate 10 b2,5,2,30.56397128,72.65101527,1
511484.85,5026661.43,59.5176,-0.0688,0.023,71.07114,5.8326,332,Car,Gate 101,Gate 102,5,2,31.10957659,72.65486795,1
511485.35,5026661.19,59.5154,-0.0635,0.0224,71.104507,5.8326,332,Car,Gate 101,Gate 102,5,2,31.66413125,72.66318261,1
511485.84,5026660.95,59.5135,-0.0592,0.0217,71.137873,5.8325,332,Car,Gate 101,Gate 102,5,2,32.20973656,72.66703529,1
511486.34,5026660.71,59.5066,-0.0564,0.0233,71.17124,5.8325,332,Car,Gate 101,Gate 102,5,2,32.76429122,72.67534995,1
511486.84,5026660.47,59.4998,-0.0573,0.025,71.204607,5.8324,332,Car,Gate 101,Gate 102,5,2,33.31884587,72.68366461,1
511487.33,5026660.23,59.4931,-0.0529,0.0251,71.237974,5.8324,332,Car,Gate 101,Gate 102,5,2,33.86445118,72.68751729,1
511487.83,5026659.99,59.4872,-0.046,0.0205,71.27134,5.8323,332,Car,Gate 101,Gate 102,5,2,34.41900584,72.69583195,1
511488.32,5026659.75,59.4824,-0.033,0.0216,71.304707,5.8323,332,Car,Gate 101,Gate 102,5,2,34.96461115,72.69968464,1
511488.82,5026659.51,59.4792,-0.0205,0.0239,71.338074,5.8322,332,Car,Gate 101,Gate 102,5,2,35.51916581,72.70799929,1
511489.32,5026659.27,59.4773,-0.0117,0.0249,71.371441,5.8322,332,Car,Gate 101,Gate 102,5,2,36.07372046,72.71631395,1
511489.81,5026659.03,59.4764,-0.0038,0.023,71.404807,5.8322,332,Car,Gate 101,Gate 102,5,2,36.61932578,72.72016664,1
511490.31,5026658.79,59.4766,0.0073,0.0211,71.438174,5.8321,332,Car,Gate 101,Gate 102,5,2,37.17388043,72.7284813,1
511490.8,5026658.54,59.4779,0.015,0.021,71.471541,5.8321,332,Car,Gate 101,Gate 102,5,2,37.72394772,72.72338463,1
511491.3,5026658.3,59.4802,0.0236,0.0238,71.504908,5.832,332,Car,Gate 101,Gate 102,5,2,38.27850238,72.73169929,1
511491.79,5026658.06,59.4836,0.032,0.024,71.538274,5.832,332,Car,Gate 101,Gate 102,5,2,38.82410769,72.73555197,1
511492.29,5026657.82,59.4879,0.0406,0.0214,71.571641,5.8319,332,Car,Gate 101,Gate 102,5,2,39.37866235,72.74386664,1
511492.79,5026657.58,59.4935,0.0531,0.0204,71.605008,5.8319,332,Car,Gate 101,Gate 102,5,2,39.933217,72.7521813,1
511493.28,5026657.34,59.5005,0.063,0.0204,71.638374,5.8318,332,Car,Gate 101,Gate 102,5,2,40.47882232,72.75603398,1
511493.78,5026657.1,59.5087,0.0741,0.0238,71.671741,5.8318,332,Car,Gate 101,Gate 102,5,2,41.03337697,72.76434864,1
511494.27,5026656.86,59.5183,0.0846,0.0235,71.705108,5.8317,332,Car,Gate 101,Gate 102,5,2,41.57898228,72.76820132,1
511494.77,5026656.62,59.529,0.0936,0.0204,71.738475,5.8317,332,Car,Gate 101,Gate 102,5,2,42.13353694,72.77651598,1
511495.27,5026656.38,59.5409,0.1045,0.0202,71.771841,5.8316,332,Car,Gate 101,Gate 102,5,2,42.6880916,72.78483064,1
511495.76,5026656.14,59.5539,0.1125,0.0214,71.805208,5.8316,332,Car,Gate 101,Gate 102,5,2,43.23369691,72.78868332,1
511496.26,5026655.9,59.5678,0.1185,0.0236,71.838575,5.8316,332,Car,Gate 101,Gate 102,5,2,43.78825156,72.79699798,1
511496.76,5026655.66,59.5826,0.1272,0.0236,71.871942,5.8315,332,Car,Gate 101,Gate 102,5,2,44.34280622,72.80531264,1
511497.25,5026655.42,59.5983,0.135,0.0197,71.905308,5.8315,332,Car,Gate 101,Gate 102,5,2,44.88841153,72.80916532,1
511497.75,5026655.18,59.6152,0.1458,0.0198,71.938675,5.8314,332,Car,Gate 101,Gate 102,5,2,45.44296619,72.81747998,1
511498.25,5026654.94,59.6332,0.1546,0.0212,71.972042,5.8314,332,Car,Gate 101,Gate 102,5,2,45.99752084,72.82579464,1
511498.74,5026654.7,59.6522,0.1622,0.022,72.005409,5.8314,332,Car,Gate 101,Gate 102,5,2,46.54312616,72.82964732,1
511499.24,5026654.45,59.6723,0.1724,0.0218,72.038775,5.8313,332,Car,Gate 101,Gate 102,5,2,47.10214279,72.82901264,1
511499.74,5026654.21,59.6936,0.1819,0.0175,72.072142,5.8313,332,Car,Gate 101,Gate 102,5,2,47.65669745,72.8373273,1
511500.23,5026653.97,59.7162,0.1944,0.0186,72.105509,5.8312,332,Car,Gate 101,Gate 102,5,2,48.20230276,72.84117998,1
511500.73,5026653.73,59.7402,0.2051,0.0213,72.138875,5.8312,332,Car,Gate 101,Gate 102,5,2,48.75685741,72.84949464,1
511501.23,5026653.49,59.7654,0.2141,0.0221,72.172242,5.8312,332,Car,Gate 101,Gate 102,5,2,49.31141207,72.8578093,1
511501.73,5026653.25,59.7917,0.2233,0.0206,72.205609,5.8311,332,Car,Gate 101,Gate 102,5,2,49.86596673,72.86612396,1
511502.23,5026653,59.8191,0.2342,0.019,72.238976,5.8311,332,Car,Gate 101,Gate 102,5,2,50.42498336,72.86548927,1
511502.72,5026652.76,59.8478,0.2431,0.019,72.272342,5.831,332,Car,Gate 101,Gate 102,5,2,50.97058867,72.86934196,1
511503.22,5026652.52,59.8775,0.2518,0.0221,72.305709,5.831,332,Car,Gate 101,Gate 102,5,2,51.52514333,72.87765662,1
511503.72,5026652.28,59.9082,0.2598,0.0218,72.339076,5.831,332,Car,Gate 101,Gate 102,5,2,52.07969798,72.88597128,1
511504.22,5026652.03,59.9399,0.2676,0.0196,72.372443,5.8309,332,Car,Gate 101,Gate 102,5,2,52.63871462,72.88533659,1
511504.72,5026651.79,59.9726,0.2767,0.0187,72.405809,5.8309,332,Car,Gate 101,Gate 102,5,2,53.19326928,72.89365125,1
511505.22,5026651.55,60.0063,0.2843,0.02,72.439176,5.8308,332,Car,Gate 101,Gate 102,5,2,53.74782393,72.90196591,1
511505.72,5026651.31,60.0409,0.2916,0.0219,72.472543,5.8308,332,Car,Gate 101,Gate 102,5,2,54.30237859,72.91028057,1
511506.22,5026651.06,60.0764,0.3003,0.0222,72.50591,5.8308,332,Car,Gate 101,Gate 102,5,2,54.86139522,72.90964589,1
511506.72,5026650.82,60.1129,0.3066,0.0195,72.539276,5.8307,332,Car,Gate 101,Gate 102,5,2,55.41594988,72.91796055,1
511507.22,5026650.58,60.15,0.3117,0.0194,72.572643,5.8307,332,Car,Gate 101,Gate 102,5,2,55.97050453,72.92627521,1
511507.72,5026650.33,60.1876,0.313,0.0213,72.60601,5.8306,332,Car,Gate 101,Gate 102,5,2,56.52952117,72.92564052,1
511508.22,5026650.09,60.2251,0.3126,0.0223,72.639376,5.8306,332,Car,Gate 101,Gate 102,5,2,57.08407582,72.93395518,1
511508.73,5026649.85,60.2628,0.3142,0.0223,72.672743,5.8306,332,Car,Gate 101,Gate 102,5,2,57.64757982,72.94673182,1
511509.23,5026649.6,60.3006,0.3157,0.0188,72.70611,5.8305,332,Car,Gate 101,Gate 102,5,2,58.20659646,72.94609714,1
511509.73,5026649.36,60.3387,0.318,0.0192,72.739477,5.8305,332,Car,Gate 101,Gate 102,5,2,58.76115111,72.9544118,1
511510.23,5026649.11,60.3769,0.3188,0.0219,72.772843,5.8304,332,Car,Gate 101,Gate 102,5,2,59.32016775,72.95377711,1
511510.74,5026648.87,60.4152,0.3188,0.0219,72.80621,5.8304,332,Car,Gate 101,Gate 102,5,2,59.88367175,72.96655375,1
511511.24,5026648.62,60.4535,0.3188,0.021,72.839577,5.8303,332,Car,Gate 101,Gate 102,5,2,60.44268838,72.96591907,1
511511.75,5026648.38,60.4919,0.3202,0.0192,72.872944,5.8303,332,Car,Gate 101,Gate 102,5,2,61.00619238,72.9786957,1
511512.25,5026648.13,60.5303,0.3195,0.0202,72.90631,5.8303,332,Car,Gate 101,Gate 102,5,2,61.56520901,72.97806102,1
511512.75,5026647.89,60.5685,0.3171,0.0223,72.939677,5.8302,332,Car,Gate 101,Gate 102,5,2,62.11976367,72.98637568,1
511513.26,5026647.64,60.6065,0.3143,0.0227,72.973044,5.8302,332,Car,Gate 101,Gate 102,5,2,62.68772965,72.99020297,1
511513.77,5026647.39,60.6441,0.3124,0.0213,73.00641,5.8301,332,Car,Gate 101,Gate 102,5,2,63.25569563,72.99403027,1
511514.27,5026647.15,60.6816,0.3122,0.0203,73.039777,5.8301,332,Car,Gate 101,Gate 102,5,2,63.81025028,73.00234493,1
511514.78,5026646.9,60.7189,0.3093,0.022,73.073144,5.83,332,Car,Gate 101,Gate 102,5,2,64.37821626,73.00617222,1
511515.28,5026646.65,60.7558,0.3045,0.0227,73.106511,5.83,332,Car,Gate 101,Gate 102,5,2,64.93723289,73.00553754,1
511515.79,5026646.41,60.792,0.2984,0.0224,73.139877,5.83,332,Car,Gate 101,Gate 102,5,2,65.50073689,73.01831418,1
511516.3,5026646.16,60.8275,0.292,0.0196,73.173244,5.8299,332,Car,Gate 101,Gate 102,5,2,66.06870287,73.02214147,1
511516.81,5026645.91,60.8623,0.2874,0.019,73.206611,5.8299,332,Car,Gate 101,Gate 102,5,2,66.63666885,73.02596877,1
511517.31,5026645.67,60.8964,0.2816,0.0214,73.239978,5.8298,332,Car,Gate 101,Gate 102,5,2,67.1912235,73.03428343,1
511517.82,5026645.42,60.9299,0.2753,0.0217,73.273344,5.8298,332,Car,Gate 101,Gate 102,5,2,67.75918948,73.03811072,1
511518.33,5026645.17,60.9626,0.2691,0.0221,73.306711,5.8298,332,Car,Gate 101,Gate 102,5,2,68.32715546,73.04193801,1
511518.84,5026644.92,60.9945,0.2626,0.0194,73.340078,5.8297,332,Car,Gate 101,Gate 102,5,2,68.89512144,73.04576531,1
511519.35,5026644.67,61.0257,0.2567,0.0209,73.373445,5.8297,332,Car,Gate 101,Gate 102,5,2,69.46308741,73.0495926,1
511519.85,5026644.43,61.0562,0.2504,0.0228,73.406811,5.8296,332,Car,Gate 101,Gate 102,5,2,70.01764207,73.05790726,1
511520.36,5026644.18,61.0859,0.244,0.023,73.440178,5.8296,332,Car,Gate 101,Gate 102,5,2,70.58560805,73.06173456,1
511520.87,5026643.93,61.1148,0.2376,0.022,73.473545,5.8295,332,Car,Gate 101,Gate 102,5,2,71.15357403,73.06556185,1
511521.38,5026643.68,61.1429,0.2311,0.0202,73.506911,5.8295,332,Car,Gate 101,Gate 102,5,2,71.72154,73.06938914,1
511521.89,5026643.43,61.1702,0.2234,0.0218,73.540278,5.8294,332,Car,Gate 101,Gate 102,5,2,72.28950598,73.07321644,1
511522.4,5026643.18,61.1967,0.2175,0.0225,73.573645,5.8294,332,Car,Gate 101,Gate 102,5,2,72.85747196,73.07704373,1
511522.91,5026642.94,61.2225,0.2129,0.0225,73.607012,5.8294,332,Car,Gate 101,Gate 102,5,2,73.42097596,73.08982037,1
511523.42,5026642.69,61.2479,0.21,0.0206,73.640378,5.8293,332,Car,Gate 101,Gate 102,5,2,73.98894194,73.09364767,1
511523.93,5026642.44,61.2731,0.208,0.0198,73.673745,5.8293,332,Car,Gate 101,Gate 102,5,2,74.55690791,73.09747496,1
511524.44,5026642.19,61.2978,0.2039,0.0223,73.707112,5.8293,332,Car,Gate 101,Gate 102,5,2,75.12487389,73.10130225,1
511524.95,5026641.94,61.3221,0.2001,0.0223,73.740479,5.8292,332,Car,Gate 101,Gate 102,5,2,75.69283987,73.10512955,1
511525.47,5026641.69,61.3458,0.1959,0.0225,73.773845,5.8292,332,Car,Gate 101,Gate 102,5,2,76.26975519,73.11341882,1
511525.98,5026641.44,61.3691,0.1921,0.0202,73.807212,5.8291,332,Car,Gate 101,Gate 102,5,2,76.83772117,73.11724612,1
511526.49,5026641.19,61.392,0.188,0.0213,73.840579,5.8291,332,Car,Gate 101,Gate 102,5,2,77.40568715,73.12107341,1
511527,5026640.94,61.4143,0.1836,0.0228,73.873946,5.829,332,Car,Gate 101,Gate 102,5,2,77.97365312,73.1249007,1
511527.51,5026640.69,61.4361,0.1788,0.0228,73.907312,5.829,332,Car,Gate 101,Gate 102,5,2,78.5416191,73.128728,1
511528.02,5026640.44,61.4572,0.1738,0.022,73.940679,5.8289,332,Car,Gate 101,Gate 102,5,2,79.10958508,73.13255529,1
511528.53,5026640.19,61.4779,0.1698,0.0201,73.974046,5.8289,332,Car,Gate 101,Gate 102,5,2,79.67755106,73.13638259,1
511529.05,5026639.94,61.498,0.1657,0.0218,74.007412,5.8288,332,Car,Gate 101,Gate 102,5,2,80.25446638,73.14467186,1
511529.56,5026639.69,61.5177,0.1618,0.0223,74.040779,5.8288,332,Car,Gate 101,Gate 102,5,2,80.82243236,73.14849915,1
511530.07,5026639.44,61.5369,0.1578,0.0226,74.074146,5.8288,332,Car,Gate 101,Gate 102,5,2,81.39039833,73.15232645,1
511530.58,5026639.19,61.5556,0.154,0.0213,74.107513,5.8287,332,Car,Gate 101,Gate 102,5,2,81.95836431,73.15615374,1
511531.1,5026638.94,61.5739,0.1508,0.0209,74.140879,5.8287,332,Car,Gate 101,Gate 102,5,2,82.53527963,73.16444302,1
511531.61,5026638.69,61.5918,0.1469,0.0238,74.174246,5.8286,332,Car,Gate 101,Gate 102,5,2,83.10324561,73.16827031,1
511532.12,5026638.44,61.6092,0.1432,0.0238,74.207613,5.8286,332,Car,Gate 101,Gate 102,5,2,83.67121159,73.1720976,1
511532.64,5026638.19,61.6262,0.1391,0.0239,74.24098,5.8286,332,Car,Gate 101,Gate 102,5,2,84.24812691,73.18038688,1
511533.15,5026637.94,61.6426,0.1351,0.0215,74.274346,5.8285,332,Car,Gate 101,Gate 102,5,2,84.81609289,73.18421417,1
511533.66,5026637.69,61.6586,0.1313,0.0225,74.307713,5.8285,332,Car,Gate 101,Gate 102,5,2,85.38405886,73.18804146,1
511534.18,5026637.43,61.6742,0.1286,0.0232,74.34108,5.8284,332,Car,Gate 101,Gate 102,5,2,85.96543616,73.18738139,1
511534.69,5026637.18,61.6894,0.1245,0.0231,74.374447,5.8284,332,Car,Gate 101,Gate 102,5,2,86.53340214,73.19120869,1
511535.21,5026636.93,61.7041,0.1202,0.0221,74.407813,5.8283,332,Car,Gate 101,Gate 102,5,2,87.11031746,73.19949796,1
511535.72,5026636.68,61.7183,0.1154,0.0205,74.44118,5.8283,332,Car,Gate 101,Gate 102,5,2,87.67828344,73.20332525,1
511536.23,5026636.43,61.7319,0.1105,0.0223,74.474547,5.8282,332,Car,Gate 101,Gate 102,5,2,88.24624942,73.20715255,1
511536.75,5026636.18,61.7449,0.1069,0.0225,74.507913,5.8282,332,Car,Gate 101,Gate 102,5,2,88.82316474,73.21544182,1
511537.26,5026635.93,61.7575,0.1024,0.0226,74.54128,5.8282,332,Car,Gate 101,Gate 102,5,2,89.39113072,73.21926911,1
511537.78,5026635.67,61.7695,0.0984,0.0212,74.574647,5.8281,332,Car,Gate 101,Gate 102,5,2,89.97250802,73.21860904,1
511538.29,5026635.42,61.7811,0.0938,0.0213,74.608014,5.8281,332,Car,Gate 101,Gate 102,5,2,90.54047399,73.22243634,1
511538.81,5026635.17,61.7922,0.0912,0.0228,74.64138,5.828,332,Car,Gate 101,Gate 102,5,2,91.11738932,73.23072561,1
511539.32,5026634.92,61.803,0.088,0.0231,74.674747,5.828,332,Car,Gate 101,Gate 102,5,2,91.68535529,73.2345529,1
511539.83,5026634.67,61.8133,0.084,0.0232,74.708114,5.8279,332,Car,Gate 101,Gate 102,5,2,92.25332127,73.2383802,1
511540.35,5026634.41,61.8231,0.0799,0.021,74.741481,5.8279,332,Car,Gate 101,Gate 102,5,2,92.83469857,73.23772013,1
511540.86,5026634.16,61.8324,0.0745,0.0224,74.774847,5.8278,332,Car,Gate 101,Gate 102,5,2,93.40266455,73.24154742,1
511541.38,5026633.91,61.8411,0.071,0.0229,74.808214,5.8278,332,Car,Gate 101,Gate 102,5,2,93.97957987,73.2498367,1
511541.89,5026633.66,61.8494,0.0668,0.0228,74.841581,5.8278,332,Car,Gate 101,Gate 102,5,2,94.54754585,73.25366399,1
511542.41,5026633.41,61.8572,0.0624,0.0219,74.874948,5.8277,332,Car,Gate 101,Gate 102,5,2,95.12446117,73.26195326,1
511542.92,5026633.15,61.8644,0.0578,0.0208,74.908314,5.8277,332,Car,Gate 101,Gate 102,5,2,95.69688912,73.25683121,1
511543.44,5026632.9,61.8711,0.0532,0.023,74.941681,5.8276,332,Car,Gate 101,Gate 102,5,2,96.27380445,73.26512048,1
511543.95,5026632.65,61.8773,0.0509,0.0232,74.975048,5.8276,332,Car,Gate 101,Gate 102,5,2,96.84177042,73.26894778,1
511544.47,5026632.4,61.8833,0.0482,0.0236,75.008414,5.8276,332,Car,Gate 101,Gate 102,5,2,97.41868574,73.27723705,1
511544.98,5026632.14,61.8889,0.045,0.0223,75.041781,5.8275,332,Car,Gate 101,Gate 102,5,2,97.9911137,73.272115,1
511545.5,5026631.89,61.894,0.0401,0.023,75.075148,5.8275,332,Car,Gate 101,Gate 102,5,2,98.56802902,73.28040427,1
511546.02,5026631.64,61.8986,0.0365,0.0241,75.108515,5.8274,332,Car,Gate 101,Gate 102,5,2,99.14494434,73.28869355,1
511546.53,5026631.39,61.9028,0.0328,0.0243,75.141881,5.8274,332,Car,Gate 101,Gate 102,5,2,99.71291032,73.29252084,1
511547.05,5026631.13,61.9065,0.029,0.0243,75.175248,5.8274,332,Car,Gate 101,Gate 102,5,2,100.2942876,73.29186077,1
511547.56,5026630.88,61.9097,0.025,0.0217,75.208615,5.8273,332,Car,Gate 101,Gate 102,5,2,100.8622536,73.29568806,1
511548.08,5026630.63,61.9124,0.0191,0.0233,75.241982,5.8273,332,Car,Gate 101,Gate 102,5,2,101.4391689,73.30397734,1
511548.59,5026630.38,61.9144,0.0147,0.0232,75.275348,5.8272,332,Car,Gate 101,Gate 102,5,2,102.0071349,73.30780463,1
511549.11,5026630.12,61.9158,0.0096,0.023,75.308715,5.8272,332,Car,Gate 101,Gate 102,5,2,102.5885122,73.30714456,1
511549.62,5026629.87,61.9167,0.005,0.0218,75.342082,5.8271,332,Car,Gate 101,Gate 102,5,2,103.1564782,73.31097185,1
511550.14,5026629.62,61.917,-0.0008,0.0214,75.375448,5.8271,332,Car,Gate 101,Gate 102,5,2,103.7333935,73.31926113,1
511550.65,5026629.36,61.9167,-0.0036,0.0227,75.408815,5.827,332,Car,Gate 101,Gate 102,5,2,104.3058215,73.31413908,1
511551.17,5026629.11,61.9162,-0.0057,0.0231,75.442182,5.827,332,Car,Gate 101,Gate 102,5,2,104.8827368,73.32242835,1
511551.68,5026628.86,61.9154,-0.0071,0.0236,75.475549,5.8269,332,Car,Gate 101,Gate 102,5,2,105.4507028,73.32625564,1
511552.2,5026628.61,61.9145,-0.0085,0.0223,75.508915,5.8269,332,Car,Gate 101,Gate 102,5,2,106.0276181,73.33454492,1
511552.71,5026628.35,61.9132,-0.0121,0.0235,75.542282,5.8268,332,Car,Gate 101,Gate 102,5,2,106.600046,73.32942287,1
511553.23,5026628.1,61.9116,-0.014,0.0242,75.575649,5.8268,332,Car,Gate 101,Gate 102,5,2,107.1769613,73.33771214,1
511553.75,5026627.85,61.9098,-0.0166,0.0243,75.609016,5.8267,332,Car,Gate 101,Gate 102,5,2,107.7538767,73.34600141,1
511554.26,5026627.59,61.9077,-0.0188,0.0236,75.642382,5.8267,332,Car,Gate 101,Gate 102,5,2,108.3263046,73.34087936,1
511554.78,5026627.34,61.9052,-0.0225,0.0224,75.675749,5.8266,332,Car,Gate 101,Gate 102,5,2,108.9032199,73.34916863,1
511555.29,5026627.09,61.9023,-0.0258,0.0239,75.709116,5.8266,332,Car,Gate 101,Gate 102,5,2,109.4711859,73.35299593,1
511555.81,5026626.83,61.8992,-0.0266,0.0239,75.742483,5.8265,332,Car,Gate 101,Gate 102,5,2,110.0525632,73.35233586,1
511556.32,5026626.58,61.8959,-0.027,0.0241,75.775849,5.8265,332,Car,Gate 101,Gate 102,5,2,110.6205292,73.35616315,1
511556.84,5026626.33,61.8927,-0.0263,0.023,75.809216,5.8265,332,Car,Gate 101,Gate 102,5,2,111.1974445,73.36445242,1
511557.35,5026626.08,61.8895,-0.0279,0.0232,75.842583,5.8264,332,Car,Gate 101,Gate 102,5,2,111.7654105,73.36827972,1
511557.87,5026625.82,61.8861,-0.0281,0.024,75.875949,5.8264,332,Car,Gate 101,Gate 102,5,2,112.3467878,73.36761965,1
511558.38,5026625.57,61.8827,-0.0286,0.024,75.909316,5.8264,332,Car,Gate 101,Gate 102,5,2,112.9147538,73.37144694,1
511558.89,5026625.32,61.8793,-0.0287,0.0238,75.942683,5.8263,332,Car,Gate 101,Gate 102,5,2,113.4827198,73.37527424,1
511559.41,5026625.06,61.8759,-0.028,0.0217,75.97605,5.8263,332,Car,Gate 101,Gate 102,5,2,114.0640971,73.37461416,1
511559.92,5026624.81,61.8724,-0.0294,0.0226,76.009416,5.8262,332,Car,Gate 101,Gate 102,5,2,114.632063,73.37844146,1
511560.44,5026624.56,61.8689,-0.0289,0.0225,76.042783,5.8262,332,Car,Gate 101,Gate 102,5,2,115.2089784,73.38673073,1
511560.95,5026624.3,61.8655,-0.0284,0.0223,76.07615,5.8261,332,Car,Gate 101,Gate 102,5,2,115.7814063,73.38160868,1
511561.47,5026624.05,61.8622,-0.0267,0.0213,76.109517,5.8261,332,Car,Gate 101,Gate 102,5,2,116.3583216,73.38989795,1
511561.98,5026623.8,61.859,-0.0259,0.0203,76.142883,5.826,332,Car,Gate 101,Gate 102,5,2,116.9262876,73.39372525,1
511562.5,5026623.55,61.8559,-0.0258,0.0214,76.17625,5.826,332,Car,Gate 101,Gate 102,5,2,117.5032029,73.40201452,1
511563.01,5026623.29,61.8529,-0.0247,0.0211,76.209617,5.8259,332,Car,Gate 101,Gate 102,5,2,118.0756309,73.39689247,1
511563.52,5026623.04,61.85,-0.0233,0.0212,76.242984,5.8259,332,Car,Gate 101,Gate 102,5,2,118.6435969,73.40071977,1
511564.04,5026622.79,61.8473,-0.0205,0.02,76.27635,5.8258,332,Car,Gate 101,Gate 102,5,2,119.2205122,73.40900904,1
511564.55,5026622.53,61.845,-0.0189,0.0207,76.309717,5.8258,332,Car,Gate 101,Gate 102,5,2,119.7929401,73.40388699,1
511565.07,5026622.28,61.8429,-0.0153,0.0215,76.343084,5.8257,332,Car,Gate 101,Gate 102,5,2,120.3698555,73.41217626,1
511565.58,5026622.03,61.8413,-0.0125,0.0218,76.37645,5.8257,332,Car,Gate 101,Gate 102,5,2,120.9378214,73.41600356,1
511566.1,5026621.77,61.8399,-0.0094,0.0214,76.409817,5.8257,332,Car,Gate 101,Gate 102,5,2,121.5191987,73.41534348,1
511566.61,5026621.52,61.8389,-0.0081,0.0203,76.443184,5.8256,332,Car,Gate 101,Gate 102,5,2,122.0871647,73.41917078,1
511567.12,5026621.27,61.838,-0.0074,0.0207,76.476551,5.8256,332,Car,Gate 101,Gate 102,5,2,122.6551307,73.42299807,1
511567.64,5026621.01,61.8371,-0.0062,0.0204,76.509917,5.8256,332,Car,Gate 101,Gate 102,5,2,123.236508,73.422338,1
511568.15,5026620.76,61.8365,-0.0045,0.0201,76.543284,5.8255,332,Car,Gate 101,Gate 102,5,2,123.804474,73.4261653,1
511568.67,5026620.51,61.8361,-0.0016,0.019,76.576651,5.8255,332,Car,Gate 101,Gate 102,5,2,124.3813893,73.43445457,1
511569.18,5026620.26,61.836,0.0002,0.0187,76.610018,5.8255,332,Car,Gate 101,Gate 102,5,2,124.9493553,73.43828186,1
511569.69,5026620,61.8363,0.0035,0.0191,76.643384,5.8254,332,Car,Gate 101,Gate 102,5,2,125.5217832,73.43315981,1
511570.21,5026619.75,61.8369,0.0065,0.0193,76.676751,5.8254,332,Car,Gate 101,Gate 102,5,2,126.0986985,73.44144909,1
511570.72,5026619.5,61.8378,0.0094,0.0194,76.710118,5.8254,332,Car,Gate 101,Gate 102,5,2,126.6666645,73.44527638,1
511571.24,5026619.24,61.8391,0.0125,0.018,76.743485,5.8253,332,Car,Gate 101,Gate 102,5,2,127.2480418,73.44461631,1
511571.75,5026618.99,61.8407,0.0134,0.0186,76.776851,5.8253,332,Car,Gate 101,Gate 102,5,2,127.8160078,73.4484436,1
511572.26,5026618.74,61.8424,0.015,0.0187,76.810218,5.8252,332,Car,Gate 101,Gate 102,5,2,128.3839738,73.4522709,1
511572.78,5026618.48,61.8443,0.0161,0.0186,76.843585,5.8252,332,Car,Gate 101,Gate 102,5,2,128.9653511,73.45161083,1
511573.29,5026618.23,61.8463,0.0185,0.018,76.876951,5.8252,332,Car,Gate 101,Gate 102,5,2,129.5333171,73.45543812,1
511573.81,5026617.98,61.8486,0.0198,0.0173,76.910318,5.8251,332,Car,Gate 101,Gate 102,5,2,130.1102324,73.46372739,1
511574.32,5026617.72,61.8511,0.0215,0.018,76.943685,5.8251,332,Car,Gate 101,Gate 102,5,2,130.6826603,73.45860534,1
511574.84,5026617.47,61.8539,0.0239,0.0181,76.977052,5.8251,332,Car,Gate 101,Gate 102,5,2,131.2595757,73.46689462,1
511575.35,5026617.21,61.8568,0.0258,0.0183,77.010418,5.825,332,Car,Gate 101,Gate 102,5,2,131.8320036,73.46177257,1
511575.86,5026616.96,61.8601,0.0287,0.0175,77.043785,5.825,332,Car,Gate 101,Gate 102,5,2,132.3999696,73.46559986,1
511576.38,5026616.71,61.8636,0.03,0.0177,77.077152,5.825,332,Car,Gate 101,Gate 102,5,2,132.9768849,73.47388913,1
511576.89,5026616.45,61.8674,0.0328,0.0181,77.110519,5.8249,332,Car,Gate 101,Gate 102,5,2,133.5493129,73.46876709,1
511577.41,5026616.2,61.8715,0.0349,0.0181,77.143885,5.8249,332,Car,Gate 101,Gate 102,5,2,134.1262282,73.47705636,1
