x[m],y[m],Speed [km/h],Tan. Acc. [ms-2],Lat. Acc. [ms-2],Time [s],Angle [rad],vehicle_id,flw_type,entry,exit,length,width,x_rot,y_rot,lanes
512262.76,5026299.18,102.6405,0.8977,-0.0848,79.980058,2.6826,355,Car,Gate 202,Gate 201,5,2,888.923123624641,95.5666362559423,6
512261.91,5026299.6,102.7492,0.9113,-0.0844,80.013424,2.6828,355,Car,Gate 202,Gate 201,5,2,887.9750263358,95.5632405476645,6
512261.06,5026300.03,102.8603,0.9392,-0.0816,80.046791,2.6829,355,Car,Gate 202,Gate 201,5,2,887.022467068397,95.5687941825017,6
512260.2,5026300.45,102.9747,0.9646,-0.081,80.080158,2.6831,355,Car,Gate 202,Gate 201,5,2,886.065420436207,95.5609364947304,6
512259.35,5026300.87,103.0907,0.9668,-0.0789,80.113524,2.6832,355,Car,Gate 202,Gate 201,5,2,885.117323147133,95.5575407855213,6
512258.49,5026301.29,103.2054,0.9441,-0.0754,80.146891,2.6833,355,Car,Gate 202,Gate 201,5,2,884.160276514944,95.54968309775,6
512257.63,5026301.72,103.3171,0.9157,-0.0732,80.180258,2.6835,355,Car,Gate 202,Gate 201,5,2,883.198767904192,95.550774754025,6
512256.77,5026302.14,103.4263,0.902,-0.0687,80.213625,2.6836,355,Car,Gate 202,Gate 201,5,2,882.241721272003,95.542917067185,6
512255.9,5026302.57,103.5337,0.886,-0.0642,80.246991,2.6837,355,Car,Gate 202,Gate 201,5,2,881.271263317205,95.539546744898,6
512255.04,5026302.99,103.638,0.8508,-0.0601,80.280358,2.6838,355,Car,Gate 202,Gate 201,5,2,880.314216684783,95.531689058058,6
512254.17,5026303.42,103.7369,0.7953,-0.053,80.313725,2.6839,355,Car,Gate 202,Gate 201,5,2,879.343758730684,95.5283187357709,6
512253.31,5026303.85,103.8285,0.7309,-0.0483,80.347092,2.684,355,Car,Gate 202,Gate 201,5,2,878.382250120165,95.5294103911147,6
512252.44,5026304.27,103.9133,0.6812,-0.0423,80.380458,2.6841,355,Car,Gate 202,Gate 201,5,2,877.416254144162,95.5170907257125,6
512251.57,5026304.7,103.9923,0.634,-0.0337,80.413825,2.6841,355,Car,Gate 202,Gate 201,5,2,876.445796190063,95.5137204043567,6
512250.7,5026305.13,104.0648,0.5731,-0.0279,80.447192,2.6842,355,Car,Gate 202,Gate 201,5,2,875.475338235963,95.510350083001,6
512249.83,5026305.56,104.1291,0.4975,-0.0196,80.480559,2.6842,355,Car,Gate 202,Gate 201,5,2,874.504880281631,95.5069797597826,6
512248.96,5026305.99,104.1833,0.4051,-0.0104,80.513925,2.6842,355,Car,Gate 202,Gate 201,5,2,873.534422327066,95.5036094384268,6
512248.09,5026306.42,104.2266,0.3152,-0.0033,80.547292,2.6842,355,Car,Gate 202,Gate 201,5,2,872.563964372966,95.5002391161397,6
512247.22,5026306.84,104.2599,0.2391,0.0061,80.580659,2.6842,355,Car,Gate 202,Gate 201,5,2,871.597968396964,95.4879194516689,6
512246.35,5026307.27,104.2844,0.1692,0.0138,80.614025,2.6842,355,Car,Gate 202,Gate 201,5,2,870.627510442864,95.4845491284505,6
512245.47,5026307.7,104.3011,0.1084,0.0201,80.647392,2.6842,355,Car,Gate 202,Gate 201,5,2,869.648103144486,95.4767168294638,6
512244.6,5026308.13,104.3103,0.0449,0.0302,80.680759,2.6841,355,Car,Gate 202,Gate 201,5,2,868.677645190386,95.4733465071768,6
512243.73,5026308.56,104.3113,-0.0288,0.035,80.714126,2.6841,355,Car,Gate 202,Gate 201,5,2,867.707187236287,95.4699761848897,6
512242.86,5026308.99,104.3035,-0.0997,0.0416,80.747492,2.684,355,Car,Gate 202,Gate 201,5,2,866.736729282187,95.4666058635339,6
512241.99,5026309.42,104.2881,-0.1568,0.0495,80.780859,2.684,355,Car,Gate 202,Gate 201,5,2,865.766271328088,95.4632355412468,6
512241.12,5026309.85,104.2669,-0.1975,0.0533,80.814226,2.6839,355,Car,Gate 202,Gate 201,5,2,864.795813373756,95.4598652189598,6
512240.25,5026310.27,104.2412,-0.2295,0.0591,80.847593,2.6838,355,Car,Gate 202,Gate 201,5,2,863.829817397753,95.4475455535576,6
512239.38,5026310.7,104.2111,-0.2721,0.0643,80.880959,2.6837,355,Car,Gate 202,Gate 201,5,2,862.859359443188,95.4441752322018,6
512238.52,5026311.13,104.1757,-0.3176,0.0668,80.914326,2.6836,355,Car,Gate 202,Gate 201,5,2,861.897850832669,95.4452668875456,6
512237.65,5026311.56,104.1356,-0.3495,0.0709,80.947693,2.6834,355,Car,Gate 202,Gate 201,5,2,860.92739287857,95.4418965661898,6
512236.78,5026311.98,104.0924,-0.3689,0.0726,80.98106,2.6833,355,Car,Gate 202,Gate 201,5,2,859.961396902101,95.429576901719,6
512235.92,5026312.41,104.0476,-0.3784,0.0728,81.014426,2.6832,355,Car,Gate 202,Gate 201,5,2,858.999888291583,95.4306685570628,6
512235.05,5026312.84,104.0009,-0.399,0.0762,81.047793,2.683,355,Car,Gate 202,Gate 201,5,2,858.02943033725,95.4272982347757,6
512234.19,5026313.26,103.9516,-0.4218,0.0741,81.08116,2.6829,355,Car,Gate 202,Gate 201,5,2,857.072383705061,95.4194405479357,6
512233.33,5026313.69,103.9004,-0.4308,0.0743,81.114526,2.6827,355,Car,Gate 202,Gate 201,5,2,856.110875094309,95.4205322042108,6
512232.47,5026314.12,103.8489,-0.4269,0.0754,81.147893,2.6826,355,Car,Gate 202,Gate 201,5,2,855.149366483791,95.4216238595545,6
512231.6,5026314.54,103.7985,-0.4119,0.073,81.18126,2.6825,355,Car,Gate 202,Gate 201,5,2,854.183370507788,95.4093041950837,6
512230.74,5026314.97,103.7494,-0.4059,0.0726,81.214627,2.6823,355,Car,Gate 202,Gate 201,5,2,853.221861897269,95.4103958504275,6
512229.88,5026315.39,103.7006,-0.4064,0.071,81.247993,2.6822,355,Car,Gate 202,Gate 201,5,2,852.264815264847,95.4025381626561,6
512229.02,5026315.82,103.6525,-0.3945,0.0674,81.28136,2.6821,355,Car,Gate 202,Gate 201,5,2,851.303306653863,95.4036298198625,6
512228.16,5026316.24,103.6065,-0.3717,0.0653,81.314727,2.682,355,Car,Gate 202,Gate 201,5,2,850.346260021441,95.3957721320912,6
512227.31,5026316.67,103.5636,-0.342,0.0603,81.348094,2.6819,355,Car,Gate 202,Gate 201,5,2,849.393700754503,95.4013257659972,6
512226.45,5026317.09,103.5242,-0.3142,0.055,81.38146,2.6818,355,Car,Gate 202,Gate 201,5,2,848.436654122081,95.3934680791572,6
512225.59,5026317.52,103.4878,-0.2916,0.0522,81.414827,2.6818,355,Car,Gate 202,Gate 201,5,2,847.475145511562,95.3945597354323,6
512224.73,5026317.94,103.4546,-0.2619,0.0445,81.448194,2.6817,355,Car,Gate 202,Gate 201,5,2,846.518098878674,95.3867020485923,6
512223.87,5026318.37,103.4252,-0.2267,0.039,81.481561,2.6816,355,Car,Gate 202,Gate 201,5,2,845.556590268156,95.387793703936,6
512223.02,5026318.79,103.4004,-0.1867,0.0338,81.514927,2.6816,355,Car,Gate 202,Gate 201,5,2,844.608492979314,95.3843979947269,6
512222.16,5026319.22,103.3806,-0.1434,0.0259,81.548294,2.6816,355,Car,Gate 202,Gate 201,5,2,843.646984368796,95.385489651002,6
512221.3,5026319.64,103.3656,-0.1058,0.0204,81.581661,2.6816,355,Car,Gate 202,Gate 201,5,2,842.689937736373,95.3776319632307,6
512220.44,5026320.07,103.3545,-0.0782,0.0141,81.615027,2.6815,355,Car,Gate 202,Gate 201,5,2,841.728429125389,95.3787236204371,6
512219.59,5026320.49,103.3463,-0.0589,0.0073,81.648394,2.6815,355,Car,Gate 202,Gate 201,5,2,840.780331836548,95.3753279112279,6
512218.73,5026320.92,103.3401,-0.0442,0.003,81.681761,2.6815,355,Car,Gate 202,Gate 201,5,2,839.818823226029,95.3764195665717,6
512217.87,5026321.34,103.336,-0.0242,-0.0042,81.715128,2.6816,355,Car,Gate 202,Gate 201,5,2,838.861776593607,95.3685618788004,6
512217.02,5026321.77,103.3343,-0.0036,-0.0088,81.748494,2.6816,355,Car,Gate 202,Gate 201,5,2,837.909217326902,95.3741155136377,6
512216.16,5026322.19,103.3347,0.0091,-0.0114,81.781861,2.6816,355,Car,Gate 202,Gate 201,5,2,836.952170693781,95.3662578267977,6
512215.3,5026322.62,103.3362,0.0154,-0.0167,81.815228,2.6816,355,Car,Gate 202,Gate 201,5,2,835.990662083728,95.3673494830728,6
512214.44,5026323.04,103.3383,0.0198,-0.0193,81.848595,2.6817,355,Car,Gate 202,Gate 201,5,2,835.03361545084,95.3594917953014,6
512213.59,5026323.47,103.3411,0.0282,-0.0216,81.881961,2.6817,355,Car,Gate 202,Gate 201,5,2,834.081056184601,95.3650454292074,6
512212.73,5026323.89,103.345,0.0365,-0.0252,81.915328,2.6818,355,Car,Gate 202,Gate 201,5,2,833.124009551946,95.3571877414361,6
512211.87,5026324.32,103.3495,0.0379,-0.0267,81.948695,2.6819,355,Car,Gate 202,Gate 201,5,2,832.162500940962,95.3582793986425,6
512211.01,5026324.74,103.3537,0.0322,-0.029,81.982062,2.6819,355,Car,Gate 202,Gate 201,5,2,831.20545430854,95.3504217118025,6
512210.15,5026325.17,103.3572,0.0266,-0.031,82.015428,2.682,355,Car,Gate 202,Gate 201,5,2,830.243945698021,95.3515133671463,6
512209.29,5026325.59,103.3603,0.0248,-0.0311,82.048795,2.6821,355,Car,Gate 202,Gate 201,5,2,829.286899065599,95.3436556793749,6
512208.43,5026326.02,103.3631,0.0218,-0.0336,82.082162,2.6822,355,Car,Gate 202,Gate 201,5,2,828.32539045508,95.34474733565,6
512207.58,5026326.44,103.3651,0.0112,-0.0337,82.115528,2.6822,355,Car,Gate 202,Gate 201,5,2,827.377293165773,95.3413516264409,6
512206.72,5026326.87,103.3653,-0.007,-0.0329,82.148895,2.6823,355,Car,Gate 202,Gate 201,5,2,826.415784555255,95.342443282716,6
512205.86,5026327.29,103.3634,-0.0251,-0.034,82.182262,2.6824,355,Car,Gate 202,Gate 201,5,2,825.458737922832,95.334585595876,6
512205,5026327.72,103.3595,-0.0397,-0.0328,82.215629,2.6825,355,Car,Gate 202,Gate 201,5,2,824.497229312314,95.3356772512198,6
512204.14,5026328.14,103.3537,-0.0566,-0.0316,82.248995,2.6825,355,Car,Gate 202,Gate 201,5,2,823.540182679892,95.3278195643798,6
512203.28,5026328.57,103.3456,-0.0787,-0.0308,82.282362,2.6826,355,Car,Gate 202,Gate 201,5,2,822.578674068907,95.3289112206549,6
512202.42,5026328.99,103.3345,-0.1069,-0.0281,82.315729,2.6826,355,Car,Gate 202,Gate 201,5,2,821.621627436485,95.3210535328835,6
512201.56,5026329.42,103.32,-0.1343,-0.0261,82.349096,2.6826,355,Car,Gate 202,Gate 201,5,2,820.660118825967,95.3221451891586,6
512200.7,5026329.84,103.3025,-0.1567,-0.0236,82.382462,2.6827,355,Car,Gate 202,Gate 201,5,2,819.703072193544,95.3142875023186,6
512199.84,5026330.27,103.2821,-0.1824,-0.0199,82.415829,2.6827,355,Car,Gate 202,Gate 201,5,2,818.741563583026,95.3153791576624,6
512198.98,5026330.69,103.2583,-0.2141,-0.0185,82.449196,2.6827,355,Car,Gate 202,Gate 201,5,2,817.784516950138,95.3075214717537,6
512198.12,5026331.12,103.2303,-0.2524,-0.0148,82.482563,2.6827,355,Car,Gate 202,Gate 201,5,2,816.823008339619,95.3086131270975,6
512197.26,5026331.54,103.1972,-0.2983,-0.0113,82.515929,2.6827,355,Car,Gate 202,Gate 201,5,2,815.865961707197,95.3007554393262,6
512196.4,5026331.96,103.1587,-0.3434,-0.0091,82.549296,2.6827,355,Car,Gate 202,Gate 201,5,2,814.908915074775,95.2928977524862,6
512195.54,5026332.39,103.1153,-0.3797,-0.0051,82.582663,2.6827,355,Car,Gate 202,Gate 201,5,2,813.947406464256,95.2939894087613,6
512194.68,5026332.81,103.0681,-0.4059,-0.002,82.616029,2.6827,355,Car,Gate 202,Gate 201,5,2,812.990359831834,95.2861317209899,6
512193.82,5026333.24,103.0184,-0.4213,0.001,82.649396,2.6827,355,Car,Gate 202,Gate 201,5,2,812.028851221316,95.287223377265,6
512192.97,5026333.66,102.9666,-0.441,0.0049,82.682763,2.6827,355,Car,Gate 202,Gate 201,5,2,811.080753932474,95.2838276680559,6
512192.11,5026334.08,102.912,-0.4679,0.0076,82.71613,2.6827,355,Car,Gate 202,Gate 201,5,2,810.123707299586,95.2759699802846,6
512191.25,5026334.51,102.8548,-0.4857,0.0104,82.749496,2.6827,355,Car,Gate 202,Gate 201,5,2,809.162198689533,95.2770616365597,6
512190.4,5026334.93,102.7962,-0.4892,0.0133,82.782863,2.6827,355,Car,Gate 202,Gate 201,5,2,808.214101400692,95.2736659273505,6
512189.54,5026335.35,102.7381,-0.4785,0.0138,82.81623,2.6826,355,Car,Gate 202,Gate 201,5,2,807.257054767804,95.2658082395792,6
512188.69,5026335.77,102.6811,-0.4704,0.0156,82.849597,2.6826,355,Car,Gate 202,Gate 201,5,2,806.308957478963,95.2624125303701,6
512187.83,5026336.2,102.6245,-0.4718,0.0163,82.882963,2.6826,355,Car,Gate 202,Gate 201,5,2,805.347448868444,95.2635041875765,6
512186.98,5026336.62,102.5682,-0.4665,0.016,82.91633,2.6825,355,Car,Gate 202,Gate 201,5,2,804.399351579603,95.2601084783673,6
512186.13,5026337.04,102.5132,-0.4488,0.0168,82.949697,2.6825,355,Car,Gate 202,Gate 201,5,2,803.451254290994,95.2567127682269,6
512185.28,5026337.46,102.4611,-0.4184,0.0163,82.983063,2.6824,355,Car,Gate 202,Gate 201,5,2,802.503157001687,95.253317059949,6
512184.43,5026337.88,102.4124,-0.3927,0.0161,83.01643,2.6824,355,Car,Gate 202,Gate 201,5,2,801.555059712846,95.2499213498086,6
512183.58,5026338.3,102.3663,-0.3752,0.0167,83.049797,2.6824,355,Car,Gate 202,Gate 201,5,2,800.606962424005,95.2465256405994,6
512182.73,5026338.72,102.3228,-0.3491,0.0159,83.083164,2.6823,355,Car,Gate 202,Gate 201,5,2,799.658865135163,95.2431299313903,6
512181.88,5026339.14,102.2833,-0.3073,0.0164,83.11653,2.6823,355,Car,Gate 202,Gate 201,5,2,798.710767846322,95.2397342221811,6
512181.03,5026339.56,102.2499,-0.2499,0.0169,83.149897,2.6823,355,Car,Gate 202,Gate 201,5,2,797.76267055748,95.2363385120407,6
512180.19,5026339.98,102.223,-0.1973,0.0161,83.183264,2.6822,355,Car,Gate 202,Gate 201,5,2,796.823522611987,95.237404782325,6
512179.34,5026340.4,102.2019,-0.1549,0.0165,83.216631,2.6822,355,Car,Gate 202,Gate 201,5,2,795.875425323146,95.2340090731159,6
512178.5,5026340.81,102.1864,-0.1024,0.016,83.249997,2.6822,355,Car,Gate 202,Gate 201,5,2,794.940739356447,95.2261259965599,6
512177.65,5026341.23,102.1782,-0.0338,0.0149,83.283364,2.6821,355,Car,Gate 202,Gate 201,5,2,793.99264206714,95.2227302892134,6
512176.81,5026341.65,102.1793,0.0517,0.0144,83.316731,2.6821,355,Car,Gate 202,Gate 201,5,2,793.053494121879,95.2237965576351,6
512175.96,5026342.07,102.1911,0.1453,0.0126,83.350098,2.6821,355,Car,Gate 202,Gate 201,5,2,792.105396833271,95.2204008484259,6
512175.12,5026342.49,102.2135,0.2272,0.011,83.383464,2.6821,355,Car,Gate 202,Gate 201,5,2,791.166248887777,95.2214671168476,6
512174.27,5026342.9,102.2453,0.3019,0.0101,83.416831,2.6821,355,Car,Gate 202,Gate 201,5,2,790.222613577265,95.2091220645234,6
512173.43,5026343.32,102.2859,0.3744,0.0073,83.450198,2.6821,355,Car,Gate 202,Gate 201,5,2,789.283465632005,95.2101883329451,6
512172.58,5026343.74,102.3352,0.4459,0.0063,83.483564,2.6821,355,Car,Gate 202,Gate 201,5,2,788.335368343163,95.2067926246673,6
512171.73,5026344.16,102.3941,0.5352,0.005,83.516931,2.6821,355,Car,Gate 202,Gate 201,5,2,787.387271054322,95.2033969145268,6
512170.89,5026344.58,102.4642,0.6318,0.0031,83.550298,2.6821,355,Car,Gate 202,Gate 201,5,2,786.448123108596,95.2044631838799,6
512170.04,5026345,102.5445,0.7062,0.0029,83.583665,2.6821,355,Car,Gate 202,Gate 201,5,2,785.500025819987,95.2010674737394,6
512169.19,5026345.42,102.6322,0.7537,0.0019,83.617031,2.6821,355,Car,Gate 202,Gate 201,5,2,784.551928531146,95.1976717645302,6
512168.34,5026345.84,102.7239,0.7729,0.0015,83.650398,2.6821,355,Car,Gate 202,Gate 201,5,2,783.603831242304,95.1942760553211,6
512167.49,5026346.26,102.8183,0.7993,0.002,83.683765,2.6821,355,Car,Gate 202,Gate 201,5,2,782.655733953463,95.190880346112,6
512166.64,5026346.68,102.9172,0.847,0.0009,83.717132,2.6821,355,Car,Gate 202,Gate 201,5,2,781.707636664622,95.1874846359715,6
512165.79,5026347.1,103.0208,0.8776,0.0013,83.750498,2.6821,355,Car,Gate 202,Gate 201,5,2,780.75953937578,95.1840889276937,6
512164.94,5026347.52,103.1262,0.8775,0.0015,83.783865,2.6821,355,Car,Gate 202,Gate 201,5,2,779.811442086939,95.1806932175532,6
512164.08,5026347.95,103.2296,0.8441,0.0001,83.817232,2.6821,355,Car,Gate 202,Gate 201,5,2,778.849933476187,95.1817848747596,6
512163.23,5026348.37,103.3292,0.8146,0.001,83.850599,2.6822,355,Car,Gate 202,Gate 201,5,2,777.901836187113,95.1783891655505,6
512162.37,5026348.79,103.4265,0.8057,0.001,83.883965,2.6822,355,Car,Gate 202,Gate 201,5,2,776.944789554924,95.1705314777792,6
512161.51,5026349.22,103.5219,0.7816,0.0013,83.917332,2.6822,355,Car,Gate 202,Gate 201,5,2,775.983280944172,95.1716231340542,6
512160.64,5026349.65,103.6125,0.7284,0.0035,83.950699,2.6822,355,Car,Gate 202,Gate 201,5,2,775.012822990073,95.1682528126985,6
512159.78,5026350.07,103.6951,0.6458,0.0042,83.984065,2.6822,355,Car,Gate 202,Gate 201,5,2,774.055776357185,95.1603951249272,6
512158.91,5026350.5,103.7678,0.565,0.0068,84.017432,2.6822,355,Car,Gate 202,Gate 201,5,2,773.085318403551,95.1570248026401,6
512158.05,5026350.93,103.8322,0.5077,0.0102,84.050799,2.6822,355,Car,Gate 202,Gate 201,5,2,772.123809793033,95.1581164589152,6
512157.18,5026351.36,103.8889,0.4357,0.0103,84.084166,2.6822,355,Car,Gate 202,Gate 201,5,2,771.153351838468,95.1547461375594,6
512156.31,5026351.79,103.9352,0.3347,0.014,84.117532,2.6822,355,Car,Gate 202,Gate 201,5,2,770.182893884368,95.1513758152723,6
512155.44,5026352.22,103.9675,0.204,0.016,84.150899,2.6822,355,Car,Gate 202,Gate 201,5,2,769.212435930036,95.1480054929853,6
512154.57,5026352.65,103.9835,0.0619,0.0164,84.184266,2.6822,355,Car,Gate 202,Gate 201,5,2,768.241977975704,95.1446351716295,6
512153.7,5026353.08,103.9837,-0.0582,0.0196,84.217633,2.6822,355,Car,Gate 202,Gate 201,5,2,767.271520021372,95.1412648493424,6
512152.82,5026353.52,103.9698,-0.1726,0.0213,84.250999,2.6821,355,Car,Gate 202,Gate 201,5,2,766.287650746061,95.1423818925396,6
512151.95,5026353.95,103.9412,-0.3038,0.0234,84.284366,2.6821,355,Car,Gate 202,Gate 201,5,2,765.317192791496,95.1390115711838,6
512151.08,5026354.38,103.896,-0.4486,0.0276,84.317733,2.6821,355,Car,Gate 202,Gate 201,5,2,764.346734837163,95.135641249828,6
512150.21,5026354.81,103.832,-0.6179,0.0298,84.3511,2.6821,355,Car,Gate 202,Gate 201,5,2,763.376276883297,95.1322709266096,6
512149.34,5026355.24,103.7474,-0.7908,0.0333,84.384466,2.682,355,Car,Gate 202,Gate 201,5,2,762.405818928499,95.1289006052539,6
512148.47,5026355.67,103.6437,-0.9354,0.0368,84.417833,2.682,355,Car,Gate 202,Gate 201,5,2,761.435360974399,95.1255302829668,6
512147.6,5026356.1,103.5241,-1.056,0.0375,84.4512,2.682,355,Car,Gate 202,Gate 201,5,2,760.4649030203,95.122159961611,6
512146.73,5026356.53,103.3914,-1.1534,0.0409,84.484566,2.6819,355,Car,Gate 202,Gate 201,5,2,759.494445065968,95.1187896402553,6
512145.87,5026356.96,103.2465,-1.2587,0.0431,84.517933,2.6819,355,Car,Gate 202,Gate 201,5,2,758.532936455682,95.119881295599,6
512145,5026357.39,103.0873,-1.3918,0.0427,84.5513,2.6818,355,Car,Gate 202,Gate 201,5,2,757.56247850135,95.116510973312,6
512144.14,5026357.81,102.9133,-1.5055,0.046,84.584667,2.6817,355,Car,Gate 202,Gate 201,5,2,756.60543186916,95.108653286472,6
512143.28,5026358.24,102.7282,-1.5774,0.0475,84.618033,2.6817,355,Car,Gate 202,Gate 201,5,2,755.643923257943,95.1097449436784,6
512142.42,5026358.66,102.5368,-1.6098,0.0475,84.6514,2.6816,355,Car,Gate 202,Gate 201,5,2,754.686876625521,95.1018872549757,6
512141.57,5026359.09,102.3419,-1.6347,0.0496,84.684767,2.6816,355,Car,Gate 202,Gate 201,5,2,753.734317358583,95.107440889813,6
512140.71,5026359.51,102.1423,-1.6878,0.05,84.718134,2.6815,355,Car,Gate 202,Gate 201,5,2,752.777270726394,95.0995832020417,6
512139.87,5026359.93,101.9368,-1.7342,0.0505,84.7515,2.6814,355,Car,Gate 202,Gate 201,5,2,751.838122781133,95.1006494713947,6
512139.02,5026360.35,101.7284,-1.7362,0.0514,84.784867,2.6813,355,Car,Gate 202,Gate 201,5,2,750.890025492292,95.0972537612543,6
512138.18,5026360.77,101.5222,-1.6965,0.0518,84.818234,2.6812,355,Car,Gate 202,Gate 201,5,2,749.950877547031,95.0983200306073,6
512137.34,5026361.18,101.3213,-1.6481,0.0534,84.851601,2.6811,355,Car,Gate 202,Gate 201,5,2,749.016191579867,95.0904369559139,6
512136.5,5026361.6,101.1245,-1.6287,0.0536,84.884967,2.681,355,Car,Gate 202,Gate 201,5,2,748.077043634839,95.0915032252669,6
512135.66,5026362.01,100.9304,-1.6043,0.0543,84.918334,2.6809,355,Car,Gate 202,Gate 201,5,2,747.14235766721,95.0836201496422,6
512134.83,5026362.43,100.7416,-1.5379,0.0552,84.951701,2.6808,355,Car,Gate 202,Gate 201,5,2,746.21215906553,95.0891483966261,6
512134,5026362.84,100.5633,-1.4317,0.054,84.985067,2.6808,355,Car,Gate 202,Gate 201,5,2,745.286422442179,95.0857273004949,6
512133.18,5026363.25,100.4129,-1.0727,0.0567,85.018434,2.6807,355,Car,Gate 202,Gate 201,5,2,744.369635162177,95.0867681819946,6
512132.35,5026363.66,100.2908,-0.9591,0.0563,85.051801,2.6807,355,Car,Gate 202,Gate 201,5,2,743.443898538826,95.0833470858634,6
512131.53,5026364.07,100.1816,-0.8607,0.0542,85.085168,2.6806,355,Car,Gate 202,Gate 201,5,2,742.527111258823,95.084387967363,6
512130.71,5026364.48,100.0853,-0.7426,0.0565,85.118534,2.6806,355,Car,Gate 202,Gate 201,5,2,741.610323978588,95.0854288488627,6
512129.89,5026364.88,100.0042,-0.607,0.0554,85.151901,2.6805,355,Car,Gate 202,Gate 201,5,2,740.69799867738,95.0775203853846,6
512129.06,5026365.29,99.9406,-0.4516,0.054,85.185268,2.6804,355,Car,Gate 202,Gate 201,5,2,739.772262053797,95.0740992901847,6
512128.25,5026365.7,99.8951,-0.307,0.0564,85.218635,2.6804,355,Car,Gate 202,Gate 201,5,2,738.864424117608,95.0796021493152,6
512127.43,5026366.11,99.865,-0.1937,0.0547,85.252001,2.6803,355,Car,Gate 202,Gate 201,5,2,737.94763683714,95.0806430308148,6
512126.61,5026366.51,99.8476,-0.0957,0.053,85.285368,2.6803,355,Car,Gate 202,Gate 201,5,2,737.035311535932,95.0727345682681,6
512125.79,5026366.92,99.8414,-0.0076,0.055,85.318735,2.6802,355,Car,Gate 202,Gate 201,5,2,736.11852425593,95.0737754497677,6
512124.97,5026367.33,99.8458,0.0813,0.0517,85.352101,2.6802,355,Car,Gate 202,Gate 201,5,2,735.20173697616,95.0748163312674,6
512124.15,5026367.73,99.8619,0.1856,0.0504,85.385468,2.6801,355,Car,Gate 202,Gate 201,5,2,734.289411674021,95.0669078696519,6
512123.33,5026368.14,99.8901,0.2843,0.0514,85.418835,2.6801,355,Car,Gate 202,Gate 201,5,2,733.372624394484,95.0679487502202,6
512122.51,5026368.55,99.9286,0.3579,0.0488,85.452202,2.68,355,Car,Gate 202,Gate 201,5,2,732.455837114714,95.0689896326512,6
512121.69,5026368.96,99.9746,0.4072,0.0499,85.485568,2.6799,355,Car,Gate 202,Gate 201,5,2,731.539049834712,95.0700305141509,6
512120.87,5026369.37,100.0254,0.438,0.0512,85.518935,2.6799,355,Car,Gate 202,Gate 201,5,2,730.622262554476,95.0710713956505,6
512120.04,5026369.78,100.0805,0.4804,0.0495,85.552302,2.6798,355,Car,Gate 202,Gate 201,5,2,729.696525930893,95.067650298588,6
512119.21,5026370.19,100.1414,0.5332,0.0526,85.585669,2.6798,355,Car,Gate 202,Gate 201,5,2,728.770789307542,95.0642292024568,6
512118.37,5026370.61,100.2071,0.561,0.0524,85.619035,2.6797,355,Car,Gate 202,Gate 201,5,2,727.831641362282,95.0652954718098,6
512117.54,5026371.03,100.2747,0.564,0.0505,85.652402,2.6796,355,Car,Gate 202,Gate 201,5,2,726.901442760602,95.0708237178624,6
512116.7,5026371.44,100.3413,0.546,0.0532,85.685769,2.6796,355,Car,Gate 202,Gate 201,5,2,725.96675679367,95.0629406441003,6
512115.86,5026371.86,100.4066,0.5401,0.0518,85.719136,2.6795,355,Car,Gate 202,Gate 201,5,2,725.02760884841,95.064006912522,6
512115.02,5026372.28,100.4718,0.545,0.0501,85.752502,2.6794,355,Car,Gate 202,Gate 201,5,2,724.088460903149,95.0650731818751,6
512114.17,5026372.7,100.5361,0.5265,0.0531,85.785869,2.6794,355,Car,Gate 202,Gate 201,5,2,723.140363614308,95.0616774717346,6
512113.33,5026373.12,100.5968,0.4836,0.0514,85.819236,2.6793,355,Car,Gate 202,Gate 201,5,2,722.201215668814,95.0627437410876,6
512112.49,5026373.54,100.6509,0.4169,0.0508,85.852602,2.6792,355,Car,Gate 202,Gate 201,5,2,721.262067723554,95.0638100095093,6
512111.65,5026373.96,100.6976,0.3613,0.0517,85.885969,2.6792,355,Car,Gate 202,Gate 201,5,2,720.322919778293,95.0648762788624,6
512110.81,5026374.38,100.7384,0.3174,0.0504,85.919336,2.6791,355,Car,Gate 202,Gate 201,5,2,719.383771833032,95.0659425472841,6
512109.96,5026374.8,100.7726,0.2524,0.0497,85.952703,2.679,355,Car,Gate 202,Gate 201,5,2,718.435674544424,95.0625468380749,6
512109.12,5026375.22,100.7976,0.165,0.049,85.986069,2.679,355,Car,Gate 202,Gate 201,5,2,717.496526599163,95.0636131064966,6
512108.28,5026375.64,100.8108,0.0544,0.0481,86.019436,2.6789,355,Car,Gate 202,Gate 201,5,2,716.557378653903,95.0646793758497,6
512107.44,5026376.06,100.8047,-0.156,0.0487,86.052803,2.6788,355,Car,Gate 202,Gate 201,5,2,715.618230708875,95.0657456442714,6
512106.6,5026376.48,100.7822,-0.2193,0.049,86.08617,2.6788,355,Car,Gate 202,Gate 201,5,2,714.679082763149,95.0668119136244,6
512105.76,5026376.89,100.752,-0.2829,0.0498,86.119536,2.6787,355,Car,Gate 202,Gate 201,5,2,713.74439679645,95.0589288379997,6
512104.92,5026377.31,100.7143,-0.3458,0.0494,86.152903,2.6786,355,Car,Gate 202,Gate 201,5,2,712.805248851189,95.0599951073527,6
512104.09,5026377.73,100.669,-0.4083,0.0496,86.18627,2.6786,355,Car,Gate 202,Gate 201,5,2,711.875050249277,95.0655233552679,6
